source_name,channel_type,date,ad_spend,impressions,clicks,leads,revenue
VK Group,social,2023-11-03,3674.34,488524,19193,3671,7965.65
Email Campaign,email,2023-09-24,5341.25,795290,30717,2574,3063.63
University Ads,ads,2023-08-02,7220.59,527220,42018,3335,4860.07
Avito.ru,ads,2024-08-16,3183.46,130003,31782,4937,10308.39
VK Group,social,2024-10-01,5813.91,773898,36942,2676,6723.21
Word of Mouth,referral,2024-04-27,7162.04,534495,10350,765,4632.3
Avito.ru,ads,2023-09-19,5038.67,348526,32936,3254,8173.19
Telegram Channel,social,2023-03-08,8767.23,641256,46883,1462,14170.57
Avito.ru,ads,2024-07-27,8825.13,716150,1737,914,2828.65
Email Campaign,email,2023-05-13,5236.22,293655,38531,2464,9852.09
HH.ru,job,2024-10-10,9756.33,952215,41261,3497,5857.03
VK Group,social,2024-06-23,1680.27,926065,41325,4070,7883.11
Official Website,web,2024-05-26,1030.26,713374,6351,3773,16520.33
Official Website,web,2023-07-30,4426.01,899092,35993,788,18629.73
Avito.ru,ads,2024-12-17,6409.87,953250,33106,1800,5238.07
Facebook Ads,ads,2023-09-10,6662.8,264409,21530,4937,12784.43
University Ads,ads,2023-02-07,5288.01,671384,31162,1611,13695.21
Official Website,web,2023-02-12,2123.95,695752,40885,4749,16928.48
Facebook Ads,ads,2024-09-20,2534.48,115909,33158,4518,18031.33
Official Website,web,2024-02-09,8669.33,447747,6564,3853,9625.84
Facebook Ads,ads,2024-12-02,8811.2,819191,1908,3685,19660.23
University Ads,ads,2023-02-15,7065.09,364404,10381,3867,19431.16
Google Ads,ads,2024-03-29,6977.96,71586,29993,1015,10376.13
Official Website,web,2024-11-08,6379.14,973276,29404,2710,11069.63
Email Campaign,email,2023-11-01,2826.33,248074,34798,241,13521.12
VK Group,social,2024-12-15,4854.26,414013,39857,3663,7789.41
Facebook Ads,ads,2023-08-21,7263.05,262007,45140,4596,13409.86
VK Group,social,2023-09-02,5835.27,69727,9098,2143,10528.57
Word of Mouth,referral,2024-12-21,1167.22,624845,14617,3846,1191.02
Word of Mouth,referral,2023-10-22,9582.01,897517,40647,1700,17128.21
University Ads,ads,2024-01-18,8603.34,239819,42966,1233,18838.69
Facebook Ads,ads,2023-06-07,3344.91,714629,47948,4980,1011.47
Telegram Channel,social,2024-02-09,6548.13,838932,23069,2213,15890.61
Word of Mouth,referral,2023-01-01,9309.15,793264,35544,907,8023.36
University Ads,ads,2023-08-05,1864.1,119266,15883,1879,11919.82
Word of Mouth,referral,2024-05-21,5527.27,239942,31207,161,10249.9
Word of Mouth,referral,2024-08-03,5106.19,816418,45731,1361,11250.56
Telegram Channel,social,2023-01-30,4691.85,159392,3859,181,10156.13
Official Website,web,2024-09-18,8520.3,964455,14889,1439,17140.82
Avito.ru,ads,2024-06-03,4425.82,312838,28745,4867,13828.38
Google Ads,ads,2023-10-02,1572.97,707972,9910,3443,8546.43
Word of Mouth,referral,2024-05-06,1592.54,456939,13314,3209,13927.09
Word of Mouth,referral,2023-02-05,1384.7,966073,5221,1908,19318.43
Email Campaign,email,2023-11-07,4682.31,384244,29582,1369,2066.01
Google Ads,ads,2023-02-13,7465.66,484773,32572,702,8067.75
Telegram Channel,social,2023-06-04,2833.5,718902,46421,109,17473.85
VK Group,social,2023-03-18,6818.22,424415,9100,3452,14911.57
Facebook Ads,ads,2024-08-12,7183.8,343180,48287,3059,18731.11
Word of Mouth,referral,2024-09-04,3296.82,301810,31187,1930,1276.29
Avito.ru,ads,2024-03-13,6405.02,146474,1041,437,17324.12
Facebook Ads,ads,2024-03-07,7163.82,229979,34206,596,15940.08
Google Ads,ads,2024-06-25,5199.52,571837,1421,2977,16393.26
Facebook Ads,ads,2023-02-08,4030.45,680875,18138,3214,12146.62
Official Website,web,2023-08-27,6572.36,748483,46072,265,1512.38
Word of Mouth,referral,2023-01-13,9800.62,924342,3168,1483,11013.03
Facebook Ads,ads,2023-05-02,4841.57,643721,21222,730,8451.15
VK Group,social,2023-05-24,4525.62,213665,39461,2010,10777.31
VK Group,social,2024-11-14,5178.4,205670,41454,3017,14935.77
Word of Mouth,referral,2024-03-30,1685.97,264357,891,2637,12121.23
HH.ru,job,2024-01-03,5978.47,284243,47291,4512,6204.98
VK Group,social,2023-09-04,3958.28,648447,10236,2299,12190.39
Facebook Ads,ads,2023-02-14,2092.8,908314,15847,4220,2121.2
University Ads,ads,2024-01-10,5196.31,556385,843,1741,604.64
VK Group,social,2023-10-18,1030.46,605007,6624,4911,8329.8
Google Ads,ads,2023-07-26,4616.07,456582,13966,2187,15265.13
HH.ru,job,2024-06-02,1951.62,423679,39442,1590,16541.37
Facebook Ads,ads,2023-08-30,1218.63,59094,16415,3236,11221.87
Telegram Channel,social,2024-09-13,8420.28,893028,30011,1003,17426.13
Email Campaign,email,2023-04-24,9246.24,26696,45432,2006,2955.34
Telegram Channel,social,2023-10-29,2869.07,804786,33061,4600,19300.06
Official Website,web,2023-10-03,5853.68,421128,40762,1862,18474.33
Email Campaign,email,2023-04-06,3501.62,710708,4374,91,12185.13
Official Website,web,2023-10-21,5442.2,235969,29938,3860,1645.08
Email Campaign,email,2024-12-01,4929.68,294024,14432,3022,9356.96
Email Campaign,email,2023-12-26,3421.46,642349,24893,2726,3995.82
University Ads,ads,2023-10-15,7303.54,353440,36450,1465,12754.29
Avito.ru,ads,2023-06-03,2138.42,80304,15518,1207,4204.32
Google Ads,ads,2024-07-23,1477.66,558239,48573,3122,9895.05
Telegram Channel,social,2024-02-27,7909.08,698526,45712,2926,4509.73
VK Group,social,2023-02-19,6993.37,909980,40997,1321,4045.98
Facebook Ads,ads,2023-07-26,5486.74,196854,11782,570,5334.51
HH.ru,job,2024-07-17,5210.11,464146,21827,2114,1069.33
Google Ads,ads,2024-10-23,5476.7,682791,43875,2063,14464.24
Official Website,web,2024-07-18,4933.22,814758,4003,1608,6481.16
University Ads,ads,2023-08-01,4536.03,693066,12215,954,14113.11
Official Website,web,2023-03-07,5497.22,305151,45232,588,13242.83
Avito.ru,ads,2023-08-20,5756.64,757830,8062,924,1789.2
HH.ru,job,2024-10-24,7227.12,49232,12125,171,6584.68
University Ads,ads,2024-12-17,7400.86,43439,30003,784,11553.78
Official Website,web,2023-11-16,4398.66,500976,17007,66,18408.82
Avito.ru,ads,2023-05-17,4721.86,848203,3396,1199,8325.73
Facebook Ads,ads,2024-10-08,4363.27,427519,20963,4054,10343.44
Facebook Ads,ads,2024-07-19,5828.82,45229,40579,555,15128.1
Official Website,web,2023-03-06,5080.18,758865,5785,2990,16164.26
Google Ads,ads,2024-05-28,9006.37,460961,6747,4916,18505.14
HH.ru,job,2023-05-12,7267.25,323402,30245,4152,10195.19
Word of Mouth,referral,2023-11-30,9087.91,292676,40662,1423,4279.84
Google Ads,ads,2023-02-01,7382.23,764751,38458,2425,15406.21
Facebook Ads,ads,2024-05-12,9738.93,344456,20867,4093,2948.72
HH.ru,job,2023-08-31,6721.63,674694,33266,3398,8657.68
Avito.ru,ads,2023-07-11,9671.95,915501,5530,3213,12750.15
University Ads,ads,2023-05-22,2423.53,134945,3980,1422,13991.2
Email Campaign,email,2024-10-21,1472.3,703252,226,2639,14794.04
Official Website,web,2024-08-23,6212.13,38484,18254,581,4273.88
Telegram Channel,social,2024-07-14,9851.44,525463,39893,1750,19642.16
HH.ru,job,2024-10-09,4758.45,563119,48148,3937,3979.16
VK Group,social,2023-07-10,2908.39,775815,45113,357,2373.43
Avito.ru,ads,2023-05-29,5693.87,518045,6025,854,13448.98
Word of Mouth,referral,2024-08-21,6839.19,780444,47515,2675,18245.0
Email Campaign,email,2024-02-20,3836.61,528723,2181,4602,11407.98
VK Group,social,2024-06-03,7432.92,164737,34925,4801,12111.91
Word of Mouth,referral,2023-01-16,9776.03,301349,5387,3600,11000.45
Telegram Channel,social,2023-04-16,9072.67,781603,38771,2509,1333.59
Facebook Ads,ads,2023-10-10,3624.27,869022,5435,552,13785.58
Google Ads,ads,2023-04-14,3940.51,708828,3089,225,7484.88
Official Website,web,2023-12-27,4343.87,138609,40443,2910,18745.64
University Ads,ads,2024-10-19,4550.98,796024,46931,4403,4142.41
Word of Mouth,referral,2023-02-04,1902.88,989229,28273,1379,6391.26
Email Campaign,email,2023-04-23,7857.67,469780,5821,295,10344.67
HH.ru,job,2023-11-04,4288.05,937872,48245,3069,9808.42
Facebook Ads,ads,2023-02-22,8918.38,293579,16823,4231,8305.94
HH.ru,job,2023-03-22,9342.47,747950,2828,60,6630.86
Email Campaign,email,2024-09-07,1219.88,648714,18075,1735,3370.1
HH.ru,job,2024-01-04,9896.53,440578,24327,4576,16507.98
Word of Mouth,referral,2023-08-30,7390.2,221219,22267,1409,9251.01
Avito.ru,ads,2023-01-31,5683.53,416610,36029,3446,11672.65
HH.ru,job,2024-12-04,4505.75,634447,9600,3313,11157.78
Google Ads,ads,2023-12-27,5666.66,400261,8275,2727,11722.03
Telegram Channel,social,2023-08-21,3921.62,648911,37497,1339,14244.39
University Ads,ads,2024-09-01,6604.19,630572,47636,4543,12772.93
Word of Mouth,referral,2023-02-03,1836.82,390261,7001,3332,5841.11
VK Group,social,2023-08-31,6590.1,975257,10990,2908,11297.34
Email Campaign,email,2023-02-28,3478.1,850860,11415,2399,5268.0
Facebook Ads,ads,2024-06-12,1158.71,708398,15526,758,11982.31
Word of Mouth,referral,2023-03-19,5974.35,983642,31416,533,8922.73
Avito.ru,ads,2024-12-18,6206.03,495334,35165,664,1268.66
Facebook Ads,ads,2023-10-29,4839.12,744493,15339,4611,14812.72
Google Ads,ads,2024-11-08,1650.58,19880,14850,4504,5856.0
Email Campaign,email,2023-04-22,9040.09,424031,23774,2963,18443.79
Facebook Ads,ads,2024-02-17,6502.88,884808,13613,3199,5970.87
HH.ru,job,2023-11-13,2041.42,219494,26185,2118,19934.14
Word of Mouth,referral,2023-05-25,5598.38,977802,38186,1948,9527.55
Telegram Channel,social,2024-10-29,5475.29,480718,49264,1214,1014.94
Email Campaign,email,2024-11-20,1543.62,428656,48348,4049,1987.25
Official Website,web,2024-10-09,6461.74,671874,26256,4092,2100.72
Google Ads,ads,2023-01-18,8274.94,309812,19917,4072,1596.18
University Ads,ads,2023-12-17,7741.07,841801,4733,274,5721.89
Email Campaign,email,2023-06-04,2826.72,583467,34919,3344,6829.48
Avito.ru,ads,2024-05-20,8760.63,795562,3976,721,2670.07
Word of Mouth,referral,2023-12-26,4082.88,844501,6008,922,9043.56
HH.ru,job,2023-11-28,9518.58,736245,6527,1744,7624.34
University Ads,ads,2024-06-11,1645.73,795956,45877,1455,12908.32
University Ads,ads,2023-01-12,5375.88,862997,48219,2146,4319.36
Google Ads,ads,2023-03-16,6374.12,999656,1923,341,18322.72
Facebook Ads,ads,2023-07-31,3228.85,306908,35608,3859,10561.82
Avito.ru,ads,2024-11-21,7942.42,453709,34656,3844,12662.79
Facebook Ads,ads,2024-10-02,6642.06,429040,15741,161,1270.65
HH.ru,job,2023-10-10,1162.98,729904,10996,717,11402.23
University Ads,ads,2023-07-14,6475.32,757608,13015,430,7677.95
Avito.ru,ads,2023-01-30,5423.3,320605,19904,262,18521.35
Avito.ru,ads,2023-01-09,2764.26,421687,19511,1008,17770.04
VK Group,social,2023-11-05,9961.73,428472,3201,3565,12934.15
Word of Mouth,referral,2024-03-20,9074.46,567430,28636,302,15473.1
University Ads,ads,2023-11-06,3632.57,54329,38741,1250,13069.57
University Ads,ads,2024-11-07,5869.64,668405,3688,178,830.88
Avito.ru,ads,2024-12-05,3848.52,680088,14809,2791,14210.97
Facebook Ads,ads,2024-03-01,7979.46,564001,20329,46,3953.27
University Ads,ads,2024-12-04,9372.98,89374,22221,1454,13810.13
Avito.ru,ads,2024-08-13,4229.46,556947,25823,4401,704.88
University Ads,ads,2024-11-21,8250.26,245325,11809,2377,6562.68
Avito.ru,ads,2023-04-01,5485.67,409568,1517,932,10580.1
VK Group,social,2024-03-31,4569.21,529135,20393,1830,6996.83
Word of Mouth,referral,2024-03-19,9445.8,360710,44749,2452,14032.75
Avito.ru,ads,2024-12-27,5593.64,632870,35640,4754,10692.84
University Ads,ads,2023-03-20,5206.69,994445,26845,4388,19213.51
HH.ru,job,2024-04-19,7051.91,576035,35117,1672,7477.34
Word of Mouth,referral,2023-04-13,3351.11,213758,48947,1008,14576.26
VK Group,social,2024-09-14,3923.14,826055,20342,4191,16798.91
Avito.ru,ads,2024-03-31,9388.41,27716,2849,4312,5445.55
HH.ru,job,2023-11-10,7106.77,738961,32108,3956,15205.56
Avito.ru,ads,2023-09-04,8439.73,940068,19089,2534,8169.62
Facebook Ads,ads,2023-08-22,3440.01,553819,34715,140,3010.18
University Ads,ads,2024-08-16,5894.11,790585,47021,4241,571.12
Email Campaign,email,2024-10-05,9742.57,575048,8870,3427,15003.27
Google Ads,ads,2023-08-23,3868.34,13449,1236,2227,4131.76
Telegram Channel,social,2024-01-22,2444.29,895168,11702,3026,1498.28
Facebook Ads,ads,2024-09-02,5597.97,788074,36001,1196,10195.58
HH.ru,job,2023-02-07,4490.39,305921,10566,4304,7260.61
Facebook Ads,ads,2023-06-10,2436.2,17279,10513,4844,13990.23
Official Website,web,2024-04-06,8996.96,972313,46175,2822,2593.6
Avito.ru,ads,2024-03-24,9916.52,15191,1257,1527,3086.74
Avito.ru,ads,2023-04-27,6117.24,870476,7552,4208,8380.1
Telegram Channel,social,2023-08-29,7972.09,779044,12150,4653,10647.96
Telegram Channel,social,2023-01-26,8731.35,277451,26325,15,16571.78
Official Website,web,2024-10-09,7308.84,669576,40143,720,11919.69
University Ads,ads,2024-07-15,1397.4,470117,14578,21,18100.65
Google Ads,ads,2023-10-25,2418.71,901532,29340,2160,4746.47
Email Campaign,email,2023-06-03,1638.9,464959,21897,1723,12126.28
Email Campaign,email,2024-10-13,1088.92,936631,37240,4532,13277.15
VK Group,social,2024-04-12,3753.97,619726,5711,4276,14653.2
VK Group,social,2023-02-18,4531.2,120283,18070,4194,19778.69
University Ads,ads,2024-10-15,3169.27,963040,30266,3428,9626.66
VK Group,social,2023-02-15,1581.44,796927,18807,4960,7701.73
VK Group,social,2024-11-05,5768.77,79128,333,3292,17118.03
Official Website,web,2023-10-12,3459.87,864200,32101,3614,3947.42
Official Website,web,2024-09-19,8164.33,988866,40784,2657,1222.05
VK Group,social,2023-03-23,1072.47,50816,131,3606,9149.99
Facebook Ads,ads,2023-02-13,8582.74,946823,28114,3992,5320.51
Word of Mouth,referral,2024-12-06,9592.78,729655,26047,187,8232.25
Word of Mouth,referral,2023-09-30,7445.22,352347,9051,2620,19728.62
University Ads,ads,2024-01-29,7602.8,547288,3303,4523,7295.52
Email Campaign,email,2024-08-17,9402.06,147791,38762,563,14305.33
Telegram Channel,social,2023-02-27,2881.64,79981,1894,3399,5382.84
University Ads,ads,2024-07-18,9951.09,844373,45948,251,6416.75
VK Group,social,2023-01-01,7961.33,634959,861,4009,5241.53
Official Website,web,2023-08-04,7539.14,479528,29036,1389,11657.14
Avito.ru,ads,2023-11-13,4249.82,573611,15674,1606,4909.12
Facebook Ads,ads,2023-08-16,5912.0,748185,33149,3539,14508.1
HH.ru,job,2024-04-17,6885.26,722680,4171,2014,13765.35
Official Website,web,2024-04-28,6583.09,676779,12195,1956,8714.76
Word of Mouth,referral,2024-11-01,7344.86,214508,21109,1310,998.75
Official Website,web,2023-10-14,1741.44,560691,28731,3099,941.7
Facebook Ads,ads,2024-05-25,4200.84,562586,22462,3405,10889.73
Telegram Channel,social,2024-07-31,4906.0,233764,30800,1080,16864.38
VK Group,social,2024-04-02,3345.66,833797,47205,4927,12178.04
Avito.ru,ads,2023-04-05,2553.65,886005,31332,3794,8995.18
Word of Mouth,referral,2024-05-07,2250.35,449449,41875,1798,17701.32
Word of Mouth,referral,2023-05-30,4297.45,998049,17954,4297,4341.41
Google Ads,ads,2023-01-23,5440.98,82771,3387,1782,7508.78
Email Campaign,email,2023-08-03,1566.79,983864,46882,3815,11523.53
Telegram Channel,social,2024-02-03,9518.12,858398,22190,2224,6187.55
Word of Mouth,referral,2024-02-14,7887.19,48056,27261,66,19955.39
Email Campaign,email,2023-05-11,7577.67,329109,16994,247,9320.26
Word of Mouth,referral,2023-05-28,2555.74,384762,46953,742,1508.58
VK Group,social,2024-01-16,6434.21,507656,40829,3899,3933.63
Email Campaign,email,2023-04-19,5767.52,598525,46400,2834,10883.38
Facebook Ads,ads,2024-07-05,9842.22,152267,25230,1237,11226.1
Google Ads,ads,2023-05-01,7729.05,788351,44765,4247,19690.81
VK Group,social,2023-10-22,6181.86,966878,39652,2464,12199.35
Facebook Ads,ads,2023-04-30,8657.31,859971,27818,4921,13499.23
Avito.ru,ads,2024-03-31,2395.85,691608,47064,4315,4667.59
Telegram Channel,social,2024-06-13,1136.95,192526,49510,777,2583.87
Telegram Channel,social,2023-06-18,7212.1,953730,39456,3393,12239.2
HH.ru,job,2024-12-10,1884.8,787373,42284,2434,17365.16
HH.ru,job,2023-05-23,2038.9,620603,34733,3434,11953.77
Email Campaign,email,2023-02-06,7702.13,86202,48820,4558,9134.27
Telegram Channel,social,2024-11-28,3434.81,882347,865,723,11775.03
Email Campaign,email,2023-09-18,6657.68,565997,32258,95,9641.05
HH.ru,job,2023-08-19,9256.66,124439,24740,1588,3266.69
Avito.ru,ads,2023-09-11,3848.27,446066,36317,2026,14953.1
Word of Mouth,referral,2023-11-25,2954.3,499570,5865,3496,10894.24
Facebook Ads,ads,2023-10-24,1959.07,919432,15561,3437,8286.8
Official Website,web,2023-01-10,2174.16,836969,15436,3724,11412.95
Email Campaign,email,2024-03-21,1560.0,922413,30861,4749,5203.93
Avito.ru,ads,2023-08-18,1788.78,728818,37842,1281,8845.18
Facebook Ads,ads,2024-06-19,4888.04,40949,49447,3823,12637.68
Telegram Channel,social,2023-03-19,3887.79,385434,1483,1634,4910.77
Word of Mouth,referral,2024-02-29,7359.05,166925,15558,2418,15105.4
Facebook Ads,ads,2023-07-12,8832.17,240803,2535,4855,10659.71
Google Ads,ads,2024-02-05,8062.96,949501,28836,2861,17303.28
HH.ru,job,2023-04-19,5775.74,176942,30092,1407,17021.11
Facebook Ads,ads,2023-09-20,1921.98,68529,34318,1975,10143.08
Official Website,web,2023-11-25,7387.91,335515,40792,4166,4311.58
Avito.ru,ads,2023-12-29,4265.46,322751,48922,3251,14864.51
Word of Mouth,referral,2024-01-13,1770.85,461739,23542,1540,8664.22
VK Group,social,2023-12-07,8582.2,699474,23800,784,12095.24
Facebook Ads,ads,2023-09-16,4043.95,969092,38496,2471,2591.67
University Ads,ads,2023-12-01,2964.24,322510,16925,125,12815.89
Official Website,web,2023-03-26,8843.07,564159,26113,1359,7784.23
Official Website,web,2024-06-05,9119.2,470713,27863,2755,7016.7
University Ads,ads,2024-07-24,4050.74,783043,29674,3253,19608.35
Google Ads,ads,2023-11-04,4193.21,243988,47656,2857,8932.4
VK Group,social,2023-09-19,6216.66,858716,2467,636,13721.75
HH.ru,job,2024-09-22,7600.97,118043,4965,4628,12740.69
Avito.ru,ads,2024-11-10,1568.34,408906,41942,1649,2533.92
Word of Mouth,referral,2024-12-01,6340.09,680528,40027,2232,15084.59
Avito.ru,ads,2024-03-27,9575.38,973379,49702,2955,6801.6
VK Group,social,2023-09-08,3358.85,258618,5298,2431,16079.32
Avito.ru,ads,2023-11-20,9179.44,518665,31176,4737,12349.0
University Ads,ads,2023-08-17,9551.52,998498,7386,246,6683.28
Official Website,web,2024-12-02,3422.38,75116,30381,3067,7447.71
Avito.ru,ads,2024-09-27,7787.82,923518,19834,977,14764.39
Email Campaign,email,2024-08-18,3148.98,151105,2929,4548,11226.16
Facebook Ads,ads,2023-10-24,7638.5,345727,35481,2841,13532.85
VK Group,social,2024-12-27,8176.78,539190,2015,3937,3587.21
Google Ads,ads,2023-08-25,3224.85,132793,40080,1029,15846.05
Email Campaign,email,2024-09-16,7442.83,929000,9540,2016,6747.63
University Ads,ads,2023-08-05,8308.94,71263,49779,2903,12587.29
Telegram Channel,social,2023-09-03,4227.21,299808,4919,1572,2736.26
University Ads,ads,2024-03-23,2509.32,314347,7979,851,6767.69
Google Ads,ads,2023-11-15,1827.68,276726,24916,4740,13152.91
Google Ads,ads,2024-03-07,6178.44,301626,32325,2213,5847.02
Email Campaign,email,2024-02-08,9802.88,962315,10434,822,17666.09
Facebook Ads,ads,2023-02-06,8406.55,177216,41424,3909,13393.95
VK Group,social,2024-07-29,4922.56,837908,17692,3771,17470.43
HH.ru,job,2024-12-31,5829.59,828304,29931,3207,8210.12
Official Website,web,2023-12-08,3515.75,92754,4220,1719,1162.71
Email Campaign,email,2024-01-24,2467.59,420223,10657,1074,11734.73
Google Ads,ads,2023-02-03,5338.73,715559,39344,4291,7114.27
Telegram Channel,social,2023-02-08,5171.51,322860,3061,2518,9239.67
Word of Mouth,referral,2024-08-01,5697.37,105363,12949,1728,13781.65
Google Ads,ads,2023-07-28,9575.24,123195,21260,3342,14162.96
Facebook Ads,ads,2023-06-01,6435.06,769104,32645,2603,1037.35
Facebook Ads,ads,2023-12-31,6451.95,174336,10439,1482,15501.4
Google Ads,ads,2023-07-18,2152.22,107143,1716,708,10123.62
Facebook Ads,ads,2024-08-23,9968.4,730590,9011,954,11355.63
Email Campaign,email,2023-03-20,7955.6,299149,25649,146,6310.89
Google Ads,ads,2024-04-21,8894.83,249831,6925,1235,8706.26
Google Ads,ads,2024-03-09,4728.7,303619,18330,4998,14352.32
VK Group,social,2023-02-01,5519.15,420142,49240,2712,15645.92
Official Website,web,2023-03-28,5698.75,43683,8982,4726,8048.57
Telegram Channel,social,2024-07-04,2746.85,86810,32955,2214,13976.79
Facebook Ads,ads,2024-01-28,7205.4,780129,16408,3336,5531.85
VK Group,social,2024-09-04,9126.79,842481,44908,2238,16724.44
HH.ru,job,2023-09-01,2473.35,371627,25169,2466,12391.38
HH.ru,job,2023-08-20,1776.86,657333,22600,4958,15616.14
Avito.ru,ads,2024-08-02,7643.97,249823,15974,3812,9804.52
Email Campaign,email,2023-07-11,3458.82,765735,9433,3109,4967.63
Email Campaign,email,2024-06-23,6614.76,510518,1077,3744,8870.01
University Ads,ads,2023-09-27,7261.83,262790,26910,4976,7938.97
Telegram Channel,social,2023-03-18,3897.2,758210,25217,4717,6987.97
Google Ads,ads,2023-06-16,8336.3,452699,6822,1548,4637.39
Facebook Ads,ads,2023-10-11,5949.9,646465,15770,1578,15303.76
Telegram Channel,social,2024-12-04,8820.99,180985,13317,3280,2183.86
Avito.ru,ads,2023-03-30,7869.64,464150,41870,4174,17807.44
University Ads,ads,2024-06-27,8817.18,969998,20991,611,3912.98
VK Group,social,2024-10-10,1181.45,271731,36360,2074,19607.54
Telegram Channel,social,2023-06-05,3191.56,302432,45372,4984,19775.13
VK Group,social,2023-09-07,1810.07,647168,31914,3916,8268.55
HH.ru,job,2023-04-05,4978.75,657348,5025,555,19762.51
Facebook Ads,ads,2023-01-17,9009.64,625716,17617,193,17446.84
Avito.ru,ads,2023-04-27,5207.86,917232,15318,847,2107.39
Google Ads,ads,2023-11-29,8647.42,35682,37733,1902,18972.91
Facebook Ads,ads,2024-06-05,3944.6,601413,24253,1398,1329.03
Official Website,web,2023-03-21,4056.13,696169,47052,1951,4047.33
Email Campaign,email,2024-10-07,9060.06,880838,41628,1467,11899.61
Avito.ru,ads,2024-03-07,4832.35,261594,9613,3280,2074.37
Telegram Channel,social,2023-07-22,8107.89,717102,40534,2810,3653.69
Facebook Ads,ads,2023-04-26,3129.79,987088,23188,3313,19093.09
Word of Mouth,referral,2023-08-08,9539.21,84215,43804,2780,19896.41
Email Campaign,email,2023-09-10,6171.2,674163,31530,1463,16063.66
Email Campaign,email,2023-06-18,7833.91,324716,12917,3645,10546.58
Word of Mouth,referral,2023-11-12,1805.64,916328,7465,3296,18055.87
University Ads,ads,2024-12-17,5433.98,516810,39500,1182,2682.03
University Ads,ads,2024-01-07,9109.35,332682,34635,1721,18886.39
Word of Mouth,referral,2024-08-05,8893.35,904325,34942,790,7355.28
Official Website,web,2023-06-05,1421.33,115518,33945,1038,17299.04
HH.ru,job,2024-09-05,3733.29,715968,21083,4733,13533.28
Word of Mouth,referral,2023-01-13,4989.88,577441,4932,2260,19225.35
HH.ru,job,2024-05-22,2550.38,582945,8770,4159,17361.22
Facebook Ads,ads,2024-04-09,7569.98,150601,27909,4393,17814.01
Official Website,web,2023-08-08,2660.61,235606,18169,3679,12819.21
Avito.ru,ads,2023-01-15,4119.76,844640,30011,1078,16746.59
HH.ru,job,2023-04-27,6969.53,610216,15266,293,15264.06
Email Campaign,email,2023-11-27,5338.8,702625,34239,842,3651.65
Facebook Ads,ads,2023-02-25,7647.14,913987,5559,4687,13147.64
Email Campaign,email,2023-12-17,9650.87,669943,28576,3498,3389.42
Official Website,web,2023-05-12,2048.92,202298,27277,4377,17454.39
HH.ru,job,2023-08-14,7386.11,560978,3523,3222,1786.02
VK Group,social,2023-11-04,3073.1,937832,42756,926,19747.41
Official Website,web,2024-04-19,4730.29,97174,20460,580,8312.22
Official Website,web,2023-08-10,1295.76,812670,1498,2809,3827.27
VK Group,social,2023-06-22,2223.17,966617,30332,2104,18745.66
Facebook Ads,ads,2023-12-06,3878.0,753851,45040,3248,1385.81
HH.ru,job,2024-05-20,4077.87,328379,46482,4577,9667.06
HH.ru,job,2023-06-06,9096.27,162754,5461,4916,15519.43
Email Campaign,email,2023-05-31,7676.32,974946,1501,630,6676.63
Official Website,web,2024-11-27,9749.65,747358,26384,4782,10812.28
Official Website,web,2023-06-27,6391.64,138596,1512,780,14158.05
Google Ads,ads,2024-06-16,3175.42,736548,22914,4803,19063.54
Avito.ru,ads,2023-04-22,3948.9,288905,3330,3357,2502.7
Official Website,web,2024-11-13,3878.52,518068,40389,1624,3565.92
Telegram Channel,social,2023-05-18,3938.45,761131,38717,74,10422.98
Avito.ru,ads,2023-08-21,7056.68,989692,43562,3708,8660.26
Telegram Channel,social,2023-11-28,5777.27,265672,38924,211,8510.53
HH.ru,job,2024-06-25,4468.82,414392,16279,4247,6290.75
Avito.ru,ads,2023-11-03,2341.81,900677,35127,3179,11433.35
Official Website,web,2023-06-10,1199.25,460714,49614,2874,17724.12
VK Group,social,2024-02-06,2969.51,633738,6376,1167,3638.02
Email Campaign,email,2024-08-12,1967.24,582617,21868,2319,4698.08
Telegram Channel,social,2023-10-05,8069.01,822071,23232,111,13581.06
Avito.ru,ads,2023-11-16,2012.48,208824,48830,386,1595.85
Official Website,web,2024-06-16,7518.05,648021,9675,215,13638.4
Avito.ru,ads,2024-05-11,4470.93,954919,7931,3734,6631.89
Official Website,web,2023-12-29,1660.41,566945,49918,4866,7478.15
Official Website,web,2024-01-07,8314.57,834649,2912,2067,8408.21
Official Website,web,2024-10-16,6216.68,879815,35343,3673,7316.96
Google Ads,ads,2023-02-05,3121.85,193694,23457,1644,16903.59
Email Campaign,email,2023-10-30,9052.13,27900,3200,1070,18948.33
VK Group,social,2024-03-13,1407.32,21242,47798,2833,11186.22
VK Group,social,2024-12-26,2816.38,368753,19885,899,11846.63
Avito.ru,ads,2023-02-01,7768.42,440407,37883,1572,1874.42
Avito.ru,ads,2023-07-05,7384.4,975105,44959,3205,14407.24
Official Website,web,2023-06-23,3603.45,599218,47106,4508,11889.93
Google Ads,ads,2024-07-19,1558.22,421126,23121,820,1482.69
Official Website,web,2024-11-03,8722.7,365866,487,1068,4369.3
Google Ads,ads,2023-09-07,3823.28,135272,22348,1270,4437.9
Official Website,web,2023-10-06,2761.42,680338,31554,2556,3833.88
Telegram Channel,social,2024-11-13,5644.56,977444,13292,521,13343.6
Telegram Channel,social,2024-11-25,9192.04,393352,2480,1856,18604.57
HH.ru,job,2023-01-02,1391.92,810038,37203,4422,15378.02
